"agency","site_no","Date","HydrologicEvent","CharacteristicName","SampleFraction","Units","value","month"
"USGS","02086849",2006-01-18,"Storm","Temperature, water",NA,"deg C",11.8,"Jan"
"USGS","02086849",2006-06-14,"Storm","Nitrate","Dissolved","mg/l as N",0.282,"Jun"
"USGS","02086849",2006-06-14,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.9,"Jun"
"USGS","02086849",2006-06-14,"Storm","Phosphorus","Total","mg/l as P",0.36,"Jun"
"USGS","02086849",2006-06-14,"Storm","Temperature, water",NA,"deg C",20.7,"Jun"
"USGS","02086849",2007-03-02,"Storm","Nitrate","Dissolved","mg/l as N",0.523,"Mar"
"USGS","02086849",2007-03-02,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",2.2,"Mar"
"USGS","02086849",2007-03-02,"Storm","Phosphorus","Total","mg/l as P",0.4,"Mar"
"USGS","02086849",2007-03-02,"Storm","Temperature, water",NA,"deg C",13.3,"Mar"
"USGS","02086849",2008-09-06,"Storm","Nitrate","Dissolved","mg/l as N",0.313,"Sep"
"USGS","02086849",2008-09-06,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.5,"Sep"
"USGS","02086849",2008-09-06,"Storm","Phosphorus","Total","mg/l as P",0.22,"Sep"
"USGS","02086849",2008-09-06,"Storm","Temperature, water",NA,"deg C",22.6,"Sep"
"USGS","02086849",2008-09-26,"Storm","Nitrate","Dissolved","mg/l as N",0.458,"Sep"
"USGS","02086849",2008-09-26,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.7,"Sep"
"USGS","02086849",2008-09-26,"Storm","Phosphorus","Total","mg/l as P",0.364,"Sep"
"USGS","02086849",2008-09-26,"Storm","Temperature, water",NA,"deg C",17.9,"Sep"
"USGS","02086849",2009-01-06,"Storm","Nitrate","Dissolved","mg/l as N",0.489,"Jan"
"USGS","02086849",2009-01-06,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.8,"Jan"
"USGS","02086849",2009-01-06,"Storm","Phosphorus","Total","mg/l as P",0.36,"Jan"
"USGS","02086849",2009-01-06,"Storm","Temperature, water",NA,"deg C",10.8,"Jan"
"USGS","02086849",2009-05-19,"Routine sample","Temperature, water",NA,"deg C",17.1,"May"
"USGS","02086849",2009-11-11,"Storm","Nitrate","Dissolved","mg/l as N",0.379,"Nov"
"USGS","02086849",2009-11-11,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.7,"Nov"
"USGS","02086849",2009-11-11,"Storm","Phosphorus","Total","mg/l as P",0.41,"Nov"
"USGS","02086849",2009-11-11,"Storm","Temperature, water",NA,"deg C",13.7,"Nov"
"USGS","02086849",2010-09-27,"Storm","Nitrate","Dissolved","mg/l as N",0.375,"Sep"
"USGS","02086849",2010-09-27,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.4,"Sep"
"USGS","02086849",2010-09-27,"Storm","Phosphorus","Total","mg/l as P",0.314,"Sep"
"USGS","02086849",2011-05-14,"Storm","Nitrate","Dissolved","mg/l as N",1.43,"May"
"USGS","02086849",2011-05-14,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",3.8,"May"
"USGS","02086849",2011-05-14,"Storm","Phosphorus","Total","mg/l as P",0.582,"May"
"USGS","02086849",2011-07-08,"Storm","Nitrate","Dissolved","mg/l as N",1.3,"Jul"
"USGS","02086849",2011-07-08,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",3.5,"Jul"
"USGS","02086849",2011-07-08,"Storm","Phosphorus","Total","mg/l as P",0.654,"Jul"
"USGS","02086849",2014-04-08,"Routine sample","Nitrate","Dissolved","mg/l as N",1.42,"Apr"
"USGS","02086849",2014-04-08,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",2.32,"Apr"
"USGS","02086849",2014-04-08,"Routine sample","Phosphorus","Total","mg/l as P",0.195,"Apr"
"USGS","02086849",2014-04-08,"Routine sample","Temperature, water",NA,"deg C",14.2,"Apr"
"USGS","02086849",2014-04-15,"Routine sample","Nitrate","Dissolved","mg/l as N",0.338,"Apr"
"USGS","02086849",2014-04-15,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",2.84,"Apr"
"USGS","02086849",2014-04-15,"Routine sample","Phosphorus","Total","mg/l as P",0.761,"Apr"
"USGS","02086849",2014-04-15,"Routine sample","Temperature, water",NA,"deg C",18.4,"Apr"
"USGS","02086849",2014-04-23,"Routine sample","Nitrate","Dissolved","mg/l as N",3.55,"Apr"
"USGS","02086849",2014-04-23,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",4.57,"Apr"
"USGS","02086849",2014-04-23,"Routine sample","Phosphorus","Total","mg/l as P",0.075,"Apr"
"USGS","02086849",2014-04-23,"Routine sample","Temperature, water",NA,"deg C",16.6,"Apr"
"USGS","02086849",2014-04-29,"Routine sample","Nitrate","Dissolved","mg/l as N",2.78,"Apr"
"USGS","02086849",2014-04-29,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",3.42,"Apr"
"USGS","02086849",2014-04-29,"Routine sample","Phosphorus","Total","mg/l as P",0.079,"Apr"
"USGS","02086849",2014-04-29,"Routine sample","Temperature, water",NA,"deg C",16.3,"Apr"
"USGS","02086849",2014-05-06,"Routine sample","Nitrate","Dissolved","mg/l as N",2.82,"May"
"USGS","02086849",2014-05-06,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",3.71,"May"
"USGS","02086849",2014-05-06,"Routine sample","Phosphorus","Total","mg/l as P",0.107,"May"
"USGS","02086849",2014-05-06,"Routine sample","Temperature, water",NA,"deg C",21.3,"May"
"USGS","02086849",2014-05-12,"Routine sample","Nitrate","Dissolved","mg/l as N",2.57,"May"
"USGS","02086849",2014-05-12,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",3.3,"May"
"USGS","02086849",2014-05-12,"Routine sample","Phosphorus","Total","mg/l as P",0.124,"May"
"USGS","02086849",2014-05-12,"Routine sample","Temperature, water",NA,"deg C",25.4,"May"
"USGS","02086849",2014-05-20,"Routine sample","Nitrate","Dissolved","mg/l as N",1.08,"May"
"USGS","02086849",2014-05-20,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.78,"May"
"USGS","02086849",2014-05-20,"Routine sample","Phosphorus","Total","mg/l as P",0.109,"May"
"USGS","02086849",2014-05-20,"Routine sample","Temperature, water",NA,"deg C",19.7,"May"
"USGS","02086849",2014-05-29,"Routine sample","Nitrate","Dissolved","mg/l as N",3.24,"May"
"USGS","02086849",2014-05-29,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",4.29,"May"
"USGS","02086849",2014-05-29,"Routine sample","Phosphorus","Total","mg/l as P",0.081,"May"
"USGS","02086849",2014-05-29,"Routine sample","Temperature, water",NA,"deg C",21.8,"May"
"USGS","02086849",2014-06-03,"Routine sample","Nitrate","Dissolved","mg/l as N",1.47,"Jun"
"USGS","02086849",2014-06-03,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",2.26,"Jun"
"USGS","02086849",2014-06-03,"Routine sample","Phosphorus","Total","mg/l as P",0.08,"Jun"
"USGS","02086849",2014-06-03,"Routine sample","Temperature, water",NA,"deg C",19.6,"Jun"
"USGS","02086849",2014-06-10,"Routine sample","Nitrate","Dissolved","mg/l as N",2.31,"Jun"
"USGS","02086849",2014-06-10,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",3.13,"Jun"
"USGS","02086849",2014-06-10,"Routine sample","Phosphorus","Total","mg/l as P",0.132,"Jun"
"USGS","02086849",2014-06-10,"Routine sample","Temperature, water",NA,"deg C",23.1,"Jun"
"USGS","02086849",2018-03-27,"Routine sample","Nitrate","Dissolved","mg/l as N",2.17,"Mar"
"USGS","02086849",2018-03-27,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","mg/l",2.75,"Mar"
"USGS","02086849",2018-03-27,"Routine sample","Temperature, water",NA,"deg C",10.4,"Mar"
