"OrganizationIdentifier","ActivityStartDate","ActivityStartTime.Time","MonitoringLocationIdentifier","HydrologicEvent","HydrologicCondition","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","ResultStatusIdentifier","ResultValueTypeName"
"USGS-NC","9/6/08","12:45:00","USGS-02086849","Storm","Falling stage","Height, gage",NA,"11.87","ft","Accepted","Actual"
"USGS-NC","6/3/14","9:00:00","USGS-02086849","Routine sample","Not determined","Height, gage",NA,"1.47","ft","Accepted","Actual"
"USGS-NC","5/19/09","11:30:00","USGS-02086849","Routine sample","Not determined","Height, gage",NA,"1.57","ft","Accepted","Actual"
"USGS-NC","11/18/92","15:15:00","USGS-02086849","Routine sample","Stable, normal stage","Height, gage",NA,"1.61","ft","Historical","Actual"
"USGS-NC","5/6/14","15:20:00","USGS-02086849","Routine sample","Stable, normal stage","Height, gage",NA,"1.65","ft","Accepted","Actual"
"USGS-NC","4/29/14","12:00:00","USGS-02086849","Routine sample","Not determined","Height, gage",NA,"1.66","ft","Accepted","Actual"
"USGS-NC","4/23/14","10:30:00","USGS-02086849","Routine sample","Not determined","Height, gage",NA,"1.7","ft","Accepted","Actual"
"USGS-NC","4/21/86","10:10:00","USGS-02086849","Routine sample","Falling stage","Height, gage",NA,"1.7","ft","Historical","Actual"
"USGS-NC","3/27/18","12:15:00","USGS-02086849","Routine sample","Stable, normal stage","Height, gage",NA,"1.76","ft","Accepted","Actual"
"USGS-NC","5/20/93","10:00:00","USGS-02086849","Routine sample","Stable, normal stage","Height, gage",NA,"1.81","ft","Historical","Actual"
"USGS-NC","5/26/93","12:00:00","USGS-02086849","Storm","Rising stage","Height, gage",NA,"1.82","ft","Historical","Actual"
"USGS-NC","4/8/14","13:30:00","USGS-02086849","Routine sample","Stable, high stage","Height, gage",NA,"2.12","ft","Accepted","Actual"
"USGS-NC","5/20/14","14:00:00","USGS-02086849","Routine sample","Not determined","Height, gage",NA,"2.88","ft","Accepted","Actual"
"USGS-NC","7/8/11","16:15:00","USGS-02086849","Storm","Rising stage","Height, gage",NA,"4.72","ft","Accepted","Actual"
"USGS-NC","3/2/07","8:45:00","USGS-02086849","Storm","Falling stage","Height, gage",NA,"6.17","ft","Accepted","Actual"
"USGS-NC","6/14/06","14:30:00","USGS-02086849","Storm","Peak stage","Height, gage",NA,"7.04","ft","Accepted","Actual"
"USGS-NC","9/26/83","8:30:00","USGS-02086849","Routine sample","Stable, low stage","True color","Dissolved","10","PCU","Historical","Actual"
"USGS-NC","5/20/93","10:00:00","USGS-02086849","Routine sample","Stable, normal stage","True color","Dissolved","100","PCU","Historical","Actual"
"USGS-NC","8/20/86","13:40:00","USGS-02086849","Routine sample","Rising stage","True color","Dissolved","120","PCU","Historical","Actual"
"USGS-NC","6/14/06","14:30:00","USGS-02086849","Storm","Peak stage","True color","Dissolved","125","PCU","Accepted","Actual"
"USGS-NC","3/2/07","8:45:00","USGS-02086849","Storm","Falling stage","True color","Dissolved","125","PCU","Accepted","Actual"
"USGS-NC","2/23/84","13:15:00","USGS-02086849","Flood","Rising stage","True color","Dissolved","140","PCU","Historical","Actual"
"USGS-NC","8/23/84","10:45:00","USGS-02086849","Routine sample","Rising stage","True color","Dissolved","15","PCU","Historical","Actual"
"USGS-NC","1/3/85","9:45:00","USGS-02086849","Routine sample","Stable, normal stage","True color","Dissolved","150","PCU","Historical","Actual"
"USGS-NC","9/6/08","12:45:00","USGS-02086849","Storm","Falling stage","True color","Dissolved","175","PCU","Accepted","Actual"
"USGS-NC","11/29/83","10:45:00","USGS-02086849","Routine sample","Stable, low stage","True color","Dissolved","21","PCU","Historical","Actual"
"USGS-NC","3/25/87","10:30:00","USGS-02086849","Routine sample","Stable, normal stage","True color","Dissolved","23","PCU","Historical","Actual"
"USGS-NC","10/23/84","14:05:00","USGS-02086849","Routine sample","Stable, low stage","True color","Dissolved","25","PCU","Historical","Actual"
"USGS-NC","9/24/84","9:15:00","USGS-02086849","Routine sample","Stable, low stage","True color","Dissolved","25","PCU","Historical","Actual"
"USGS-NC","3/25/86","9:45:00","USGS-02086849","Routine sample","Falling stage","True color","Dissolved","30","PCU","Historical","Actual"
"USGS-NC","6/5/84","10:30:00","USGS-02086849","Routine sample","Falling stage","True color","Dissolved","30","PCU","Historical","Actual"
"USGS-NC","7/22/85","14:15:00","USGS-02086849","Routine sample","Rising stage","True color","Dissolved","30","PCU","Historical","Actual"
"USGS-NC","6/18/85","9:40:00","USGS-02086849","Routine sample","Stable, low stage","True color","Dissolved","30","PCU","Historical","Actual"
"USGS-NC","8/1/83","9:05:00","USGS-02086849","Routine sample","Stable, low stage","True color","Dissolved","40","PCU","Historical","Actual"
"USGS-NC","2/22/83","10:05:00","USGS-02086849","Routine sample","Not determined","True color","Dissolved","40","PCU","Historical","Actual"
"USGS-NC","2/19/86","15:50:00","USGS-02086849","Routine sample","Rising stage","True color","Dissolved","40","PCU","Historical","Actual"
"USGS-NC","1/22/86","9:35:00","USGS-02086849","Routine sample","Stable, low stage","True color","Dissolved","40","PCU","Historical","Actual"
"USGS-NC","1/24/84","9:15:00","USGS-02086849","Routine sample","Stable, normal stage","True color","Dissolved","40","PCU","Historical","Actual"
"USGS-NC","4/21/92","15:30:00","USGS-02086849","Storm","Peak stage","True color","Dissolved","45","PCU","Historical","Actual"
"USGS-NC","4/21/86","10:10:00","USGS-02086849","Routine sample","Falling stage","True color","Dissolved","50","PCU","Historical","Actual"
"USGS-NC","10/24/83","8:00:00","USGS-02086849","Routine sample","Falling stage","True color","Dissolved","55","PCU","Historical","Actual"
"USGS-NC","7/8/11","16:15:00","USGS-02086849","Storm","Rising stage","True color","Dissolved","62","PCU","Accepted","Actual"
"USGS-NC","9/27/10","3:45:00","USGS-02086849","Storm","Rising stage","True color","Dissolved","75","PCU","Accepted","Actual"
"USGS-NC","3/18/83","10:05:00","USGS-02086849","Routine sample","Not determined","True color","Dissolved","80","PCU","Historical","Actual"
"USGS-NC","9/27/10","3:45:00","USGS-02086849","Storm","Rising stage","Specific conductance","Total","109","uS/cm @25C","Accepted","Actual"
"USGS-NC","4/6/89","12:40:00","USGS-02086849","Routine sample","Stable, normal stage","Specific conductance","Total","110","uS/cm @25C","Historical","Actual"
"USGS-NC","10/24/83","8:00:00","USGS-02086849","Routine sample","Falling stage","Specific conductance","Total","115","uS/cm @25C","Historical","Actual"
"USGS-NC","12/6/16","14:30:00","USGS-0208675009","Storm","Rising stage","Specific conductance","Total","115","uS/cm @25C","Accepted","Actual"
"USGS-NC","3/14/17","2:36:00","USGS-0208675009","Storm","Peak stage","Specific conductance","Total","124","uS/cm @25C","Accepted","Actual"
"USGS-NC","7/12/16","13:10:00","USGS-360226078512801","Routine sample","Stable, normal stage","Specific conductance","Total","131","uS/cm @25C","Accepted","Actual"
"USGS-NC","10/26/11","10:35:00","USGS-0208675010","Routine sample","Stable, low stage","Specific conductance","Total","152","uS/cm @25C","Preliminary","Actual"
"USGS-NC","6/26/17","14:45:00","USGS-0208675009","Routine sample","Stable, low stage","Specific conductance","Total","156","uS/cm @25C","Accepted","Actual"
"USGS-NC","2/9/17","5:30:00","USGS-0208675009","Storm","Peak stage","Specific conductance","Total","169","uS/cm @25C","Accepted","Actual"
"USGS-NC","5/20/93","10:00:00","USGS-02086849","Routine sample","Stable, normal stage","Specific conductance","Total","173","uS/cm @25C","Historical","Actual"
"USGS-NC","4/25/12","12:30:00","USGS-0208675010","Routine sample","Stable, normal stage","Specific conductance","Total","178","uS/cm @25C","Preliminary","Actual"
"USGS-NC","2/23/12","11:45:00","USGS-0208675010","Routine sample","Falling stage","Specific conductance","Total","183","uS/cm @25C","Preliminary","Actual"
"USGS-NC","5/26/93","12:00:00","USGS-02086849","Storm","Rising stage","Specific conductance","Total","186","uS/cm @25C","Historical","Actual"
"USGS-NC","3/14/84","12:10:00","USGS-02086849","Routine sample","Falling stage","Specific conductance","Total","189","uS/cm @25C","Historical","Actual"
"USGS-NC","2/19/86","15:50:00","USGS-02086849","Routine sample","Rising stage","Specific conductance","Total","200","uS/cm @25C","Historical","Actual"
"USGS-NC","3/27/18","11:00:00","USGS-360211078513701","Routine sample","Stable, normal stage","Specific conductance","Total","204","uS/cm @25C","Accepted","Actual"
"USGS-NC","7/8/11","16:15:00","USGS-02086849","Storm","Rising stage","Specific conductance","Total","212","uS/cm @25C","Accepted","Actual"
"USGS-NC","3/30/12","12:10:00","USGS-0208675010","Routine sample","Stable, low stage","Specific conductance","Total","222","uS/cm @25C","Preliminary","Actual"
"USGS-NC","4/8/14","13:30:00","USGS-02086849","Routine sample","Stable, high stage","Specific conductance","Total","222","uS/cm @25C","Accepted","Actual"
"USGS-NC","4/22/91","14:00:00","USGS-02086849","Routine sample","Stable, normal stage","Specific conductance","Total","235","uS/cm @25C","Historical","Actual"
"USGS-NC","1/23/17","7:30:00","USGS-0208675009","Storm","Peak stage","Specific conductance","Total","249","uS/cm @25C","Accepted","Actual"
"USGS-NC","4/21/86","10:10:00","USGS-02086849","Routine sample","Falling stage","Specific conductance","Total","270","uS/cm @25C","Historical","Actual"
"USGS-NC","3/27/18","12:15:00","USGS-02086849","Routine sample","Stable, normal stage","Specific conductance","Total","279","uS/cm @25C","Accepted","Actual"
"USGS-NC","7/12/16","9:45:00","USGS-0208682450","Routine sample","Stable, normal stage","Specific conductance","Total","29","uS/cm @25C","Accepted","Actual"
"USGS-NC","11/18/92","15:15:00","USGS-02086849","Routine sample","Stable, normal stage","Specific conductance","Total","298","uS/cm @25C","Historical","Actual"
"USGS-NC","4/9/84","10:30:00","USGS-02086849","Routine sample","Stable, low stage","Specific conductance","Total","300","uS/cm @25C","Historical","Actual"
"USGS-NC","7/22/85","14:15:00","USGS-02086849","Routine sample","Rising stage","Specific conductance","Total","309","uS/cm @25C","Historical","Actual"
"USGS-NC","4/28/93","16:00:00","USGS-02086849","Routine sample","Stable, normal stage","Specific conductance","Total","320","uS/cm @25C","Historical","Actual"
"USGS-NC","1/24/84","9:15:00","USGS-02086849","Routine sample","Stable, normal stage","Specific conductance","Total","330","uS/cm @25C","Historical","Actual"
"USGS-NC","1/8/87","8:55:00","USGS-02086849","Routine sample","Falling stage","Specific conductance","Total","340","uS/cm @25C","Historical","Actual"
"USGS-NC","3/25/86","9:45:00","USGS-02086849","Routine sample","Falling stage","Specific conductance","Total","345","uS/cm @25C","Historical","Actual"
"USGS-NC","8/20/86","13:40:00","USGS-02086849","Routine sample","Rising stage","Specific conductance","Total","36","uS/cm @25C","Historical","Actual"
"USGS-NC","6/17/17","15:32:00","USGS-0208675009","Storm","Peak stage","Specific conductance","Total","36","uS/cm @25C","Accepted","Actual"
"USGS-NC","5/20/14","14:00:00","USGS-02086849","Routine sample","Not determined","Specific conductance","Total","367","uS/cm @25C","Accepted","Actual"
"USGS-NC","4/21/92","15:30:00","USGS-02086849","Storm","Peak stage","Specific conductance","Total","368","uS/cm @25C","Historical","Actual"
"USGS-NC","10/23/17","22:25:00","USGS-0208675009","Storm","Peak stage","Specific conductance","Total","37","uS/cm @25C","Accepted","Actual"
"USGS-NC","4/20/90","10:20:00","USGS-02086849","Routine sample","Stable, normal stage","Specific conductance","Total","372","uS/cm @25C","Historical","Actual"
"USGS-NC","4/23/14","10:30:00","USGS-02086849","Routine sample","Not determined","Specific conductance","Total","376","uS/cm @25C","Accepted","Actual"
"USGS-NC","7/12/16","11:45:00","USGS-02086837","Routine sample","Stable, normal stage","Specific conductance","Total","378","uS/cm @25C","Accepted","Actual"
"USGS-NC","4/29/14","12:00:00","USGS-02086849","Routine sample","Not determined","Specific conductance","Total","380","uS/cm @25C","Accepted","Actual"
"USGS-NC","7/12/16","11:00:00","USGS-02086835","Routine sample","Stable, normal stage","Specific conductance","Total","393","uS/cm @25C","Accepted","Actual"
"USGS-NC","7/12/16","15:20:00","USGS-02086841","Routine sample","Stable, normal stage","Specific conductance","Total","398","uS/cm @25C","Accepted","Actual"
"USGS-NC","6/20/17","2:31:00","USGS-0208675009","Storm","Rising stage","Specific conductance","Total","40","uS/cm @25C","Accepted","Actual"
"USGS-NC","2/22/83","10:05:00","USGS-02086849","Routine sample","Not determined","Specific conductance","Total","400","uS/cm @25C","Historical","Actual"
"USGS-NC","11/29/83","10:45:00","USGS-02086849","Routine sample","Stable, low stage","Specific conductance","Total","400","uS/cm @25C","Historical","Actual"
"USGS-NC","5/19/09","11:30:00","USGS-02086849","Routine sample","Not determined","Specific conductance","Total","419","uS/cm @25C","Accepted","Actual"
"USGS-NC","10/8/16","16:45:00","USGS-0208675009","Storm","Peak stage","Specific conductance","Total","43","uS/cm @25C","Accepted","Actual"
"USGS-NC","8/23/94","14:45:00","USGS-02086849","Routine sample","Stable, normal stage","Specific conductance","Total","432","uS/cm @25C","Historical","Actual"
"USGS-NC","5/6/14","15:20:00","USGS-02086849","Routine sample","Stable, normal stage","Specific conductance","Total","435","uS/cm @25C","Accepted","Actual"
"USGS-NC","9/26/83","8:30:00","USGS-02086849","Routine sample","Stable, low stage","Specific conductance","Total","440","uS/cm @25C","Historical","Actual"
"USGS-NC","6/5/84","10:30:00","USGS-02086849","Routine sample","Falling stage","Specific conductance","Total","440","uS/cm @25C","Historical","Actual"
"USGS-NC","3/25/87","10:30:00","USGS-02086849","Routine sample","Stable, normal stage","Specific conductance","Total","455","uS/cm @25C","Historical","Actual"
"USGS-NC","6/3/14","9:00:00","USGS-02086849","Routine sample","Not determined","Specific conductance","Total","459","uS/cm @25C","Accepted","Actual"
"USGS-NC","10/23/84","14:05:00","USGS-02086849","Routine sample","Stable, low stage","Specific conductance","Total","460","uS/cm @25C","Historical","Actual"
"USGS-NC","12/21/88","10:00:00","USGS-02086849","Routine sample","Falling stage","Specific conductance","Total","466","uS/cm @25C","Historical","Actual"
"USGS-NC","3/18/83","17:25:00","USGS-02086849","Routine sample","Not determined","Specific conductance","Total","47","uS/cm @25C","Historical","Actual"
"USGS-NC","4/25/17","3:35:00","USGS-0208675009","Storm","Stable, high stage","Specific conductance","Total","50","uS/cm @25C","Accepted","Actual"
"USGS-NC","3/18/83","10:05:00","USGS-02086849","Routine sample","Not determined","Specific conductance","Total","52","uS/cm @25C","Historical","Actual"
"USGS-NC","6/18/85","9:40:00","USGS-02086849","Routine sample","Stable, low stage","Specific conductance","Total","525","uS/cm @25C","Historical","Actual"
"USGS-NC","8/23/84","10:45:00","USGS-02086849","Routine sample","Rising stage","Specific conductance","Total","525","uS/cm @25C","Historical","Actual"
"USGS-NC","8/1/83","9:05:00","USGS-02086849","Routine sample","Stable, low stage","Specific conductance","Total","525","uS/cm @25C","Historical","Actual"
"USGS-NC","2/23/84","13:15:00","USGS-02086849","Flood","Rising stage","Specific conductance","Total","53","uS/cm @25C","Historical","Actual"
"USGS-NC","1/22/86","9:35:00","USGS-02086849","Routine sample","Stable, low stage","Specific conductance","Total","530","uS/cm @25C","Historical","Actual"
"USGS-NC","9/24/84","9:15:00","USGS-02086849","Routine sample","Stable, low stage","Specific conductance","Total","530","uS/cm @25C","Historical","Actual"
"USGS-NC","3/2/07","8:45:00","USGS-02086849","Storm","Falling stage","Specific conductance","Total","57","uS/cm @25C","Accepted","Actual"
"USGS-NC","9/6/08","12:45:00","USGS-02086849","Storm","Falling stage","Specific conductance","Total","58","uS/cm @25C","Accepted","Actual"
"USGS-NC","1/2/17","9:50:00","USGS-0208675009","Routine sample","Rising stage","Specific conductance","Total","63","uS/cm @25C","Accepted","Actual"
"USGS-NC","10/11/17","18:40:00","USGS-0208675009","Storm","Falling stage","Specific conductance","Total","72","uS/cm @25C","Accepted","Actual"
"USGS-NC","12/8/17","22:12:00","USGS-0208675009","Storm","Peak stage","Specific conductance","Total","73","uS/cm @25C","Accepted","Actual"
"USGS-NC","6/14/06","14:30:00","USGS-02086849","Storm","Peak stage","Specific conductance","Total","77","uS/cm @25C","Accepted","Actual"
"USGS-NC","5/24/17","20:05:00","USGS-0208675009","Storm","Peak stage","Specific conductance","Total","78","uS/cm @25C","Accepted","Actual"
"USGS-NC","3/29/94","9:45:00","USGS-0208682450","Storm","Falling stage","Specific conductance","Total","82","uS/cm @25C","Historical","Actual"
"USGS-NC","1/3/85","9:45:00","USGS-02086849","Routine sample","Stable, normal stage","Specific conductance","Total","92","uS/cm @25C","Historical","Actual"
"USGS-NC","3/2/07","8:45:00","USGS-02086849","Storm","Falling stage","pH","Total","5.7","std units","Accepted","Actual"
"USGS-NC","2/23/84","13:15:00","USGS-02086849","Flood","Rising stage","pH","Total","5.9","std units","Historical","Actual"
"USGS-NC","8/20/86","13:40:00","USGS-02086849","Routine sample","Rising stage","pH","Total","6.1","std units","Historical","Actual"
