"agency","site_no","Date","HydrologicEvent","SampleFraction","Units","Nitrate","Nitrogen","Phosphorus","Temperature","month","agency_cd.x","site_no.x","Discharge.G","D.Approval.Code.G","Gage.Height.G","GH.Approval.Code.G","agency_cd.y","site_no.y","Discharge.C","D.Approval.Code.C","Gage.Height.C","GH.Approval.Code.C"
"21NC01WQ","J1330000",1978-08-16,NA," ","deg C",NA,NA,NA,27,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1978-10-11,NA," ","deg C",NA,NA,NA,13,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1978-11-20,NA," ","deg C",NA,NA,NA,12,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1978-12-11,NA," ","deg C",NA,NA,NA,10,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1979-01-24,NA," ","deg C",NA,NA,NA,7,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1979-02-13,NA," ","deg C",NA,NA,NA,4,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1979-03-20,NA," ","deg C",NA,NA,NA,14,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1979-04-18,NA," ","deg C",NA,NA,NA,16,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1979-05-05,NA," ","deg C",NA,NA,NA,19,"May",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1979-05-08,NA," ","deg C",NA,NA,NA,24,"May",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1979-07-13,NA," ","deg C",NA,NA,NA,25.5,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1979-08-07,NA," ","deg C",NA,NA,NA,30,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1979-09-17,NA," ","deg C",NA,NA,NA,21,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1979-10-10,NA," ","deg C",NA,NA,NA,15,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1979-11-27,NA," ","deg C",NA,NA,NA,15.5,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1979-12-03,NA," ","deg C",NA,NA,NA,6,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1980-01-15,NA," ","deg C",NA,NA,NA,12,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1980-02-04,NA," ","deg C",NA,NA,NA,5,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1980-03-28,NA," ","deg C",NA,NA,NA,15,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1980-04-08,NA," ","deg C",NA,NA,NA,16,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1980-05-13,NA," ","deg C",NA,NA,NA,25,"May",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1980-06-17,NA," ","deg C",NA,NA,NA,21,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1980-07-11,NA," ","deg C",NA,NA,NA,26,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1980-08-26,NA," ","deg C",NA,NA,NA,25,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1980-09-22,NA," ","deg C",NA,NA,NA,30,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1980-10-13,NA," ","deg C",NA,NA,NA,16,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1980-11-19,NA," ","deg C",NA,NA,NA,9,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1980-12-10,NA," ","deg C",NA,NA,NA,10,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1981-01-20,NA," ","deg C",NA,NA,NA,6,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1981-02-11,NA," ","deg C",NA,NA,NA,12,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1981-03-16,NA," ","deg C",NA,NA,NA,12,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1981-04-13,NA," ","deg C",NA,NA,NA,17,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1981-05-27,NA," ","deg C",NA,NA,NA,21,"May",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1981-06-22,NA," ","deg C",NA,NA,NA,28,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1981-07-15,NA," ","deg C",NA,NA,NA,25,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1981-08-18,NA," ","deg C",NA,NA,NA,22,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1981-09-14,NA," ","deg C",NA,NA,NA,24,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1981-10-22,NA," ","deg C",NA,NA,NA,18,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1981-11-16,NA," ","deg C",NA,NA,NA,14,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1981-12-08,NA," ","deg C",NA,NA,NA,12,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1982-01-28,NA," ","deg C",NA,NA,NA,0,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1982-02-18,NA," ","deg C",NA,NA,NA,9,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1982-03-04,NA," ","deg C",NA,NA,NA,9,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1982-04-22,NA," ","deg C",NA,NA,NA,14,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1982-05-18,NA," ","deg C",NA,NA,NA,21,"May",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1982-06-11,NA," ","deg C",NA,NA,NA,20,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1982-07-12,NA," ","deg C",NA,NA,NA,25,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1982-08-11,NA," ","deg C",NA,NA,NA,24,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1982-09-15,NA," ","deg C",NA,NA,NA,23,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1982-10-14,NA," ","deg C",NA,NA,NA,19,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1982-11-04,NA," ","deg C",NA,NA,NA,21,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1982-12-08,NA," ","deg C",NA,NA,NA,11,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1983-01-11,NA," ","deg C",NA,NA,NA,10,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1983-02-03,NA," ","deg C",NA,NA,NA,9,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1983-03-14,NA," ","deg C",NA,NA,NA,10,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1983-04-04,NA," ","deg C",NA,NA,NA,12,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1983-05-10,NA," ","deg C",NA,NA,NA,18,"May",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1983-06-02,NA," ","deg C",NA,NA,NA,18,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1983-07-20,NA," ","deg C",NA,NA,NA,25,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1983-08-03,NA," ","deg C",NA,NA,NA,25,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1983-09-20,NA," ","deg C",NA,NA,NA,21,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1983-10-13,NA," ","deg C",NA,NA,NA,19,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1983-11-17,NA," ","deg C",NA,NA,NA,9,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1983-12-15,NA," ","deg C",NA,NA,NA,9,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1984-01-05,NA," ","deg C",NA,NA,NA,1,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1984-02-23,NA," ","deg C",NA,NA,NA,9,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1984-03-08,NA," ","deg C",NA,NA,NA,5,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1984-04-11,NA," ","deg C",NA,NA,NA,8,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1984-05-25,NA," ","deg C",NA,NA,NA,21,"May",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1984-06-20,NA," ","deg C",NA,NA,NA,25,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1984-07-26,NA," ","deg C",NA,NA,NA,24,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1984-08-20,NA," ","deg C",NA,NA,NA,24,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1984-09-14,NA," ","deg C",NA,NA,NA,23,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1984-10-26,NA," ","deg C",NA,NA,NA,24,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1984-11-13,NA," ","deg C",NA,NA,NA,9,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1984-12-10,NA," ","deg C",NA,NA,NA,6,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1985-01-22,NA," ","deg C",NA,NA,NA,1,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1985-02-12,NA," ","deg C",NA,NA,NA,5,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1985-03-19,NA," ","deg C",NA,NA,NA,9,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1985-04-11,NA," ","deg C",NA,NA,NA,13,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1985-05-16,NA," ","deg C",NA,NA,NA,22,"May",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1985-06-20,NA," ","deg C",NA,NA,NA,23,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1985-07-17,NA," ","deg C",NA,NA,NA,25,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1985-08-26,NA," ","deg C",NA,NA,NA,23,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1985-09-20,NA," ","deg C",NA,NA,NA,21,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1985-10-22,NA," ","deg C",NA,NA,NA,18,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1985-11-12,NA," ","deg C",NA,NA,NA,14,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1985-12-12,NA," ","deg C",NA,NA,NA,16,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1986-01-13,NA," ","deg C",NA,NA,NA,3,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1986-02-20,NA," ","deg C",NA,NA,NA,10,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1986-03-17,NA," ","deg C",NA,NA,NA,12,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1986-04-16,NA," ","deg C",NA,NA,NA,16,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1986-05-13,NA," ","deg C",NA,NA,NA,19,"May",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1986-06-16,NA," ","deg C",NA,NA,NA,24,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1986-07-23,NA," ","deg C",NA,NA,NA,24,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1986-08-25,NA," ","deg C",NA,NA,NA,23,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1986-10-24,NA," ","deg C",NA,NA,NA,16,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1986-11-13,NA," ","deg C",NA,NA,NA,11,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1986-12-10,NA," ","deg C",NA,NA,NA,14,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1987-01-28,NA," ","deg C",NA,NA,NA,3,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1987-03-03,NA," ","deg C",NA,NA,NA,8,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1987-03-16,NA," ","deg C",NA,NA,NA,9,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1987-04-07,NA," ","deg C",NA,NA,NA,10,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1987-05-07,NA," ","deg C",NA,NA,NA,17,"May",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1987-06-24,NA," ","deg C",NA,NA,NA,24,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1987-09-23,NA," ","deg C",NA,NA,NA,20,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1987-10-14,NA," ","deg C",NA,NA,NA,14,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1987-11-18,NA," ","deg C",NA,NA,NA,17,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1987-12-16,NA," ","deg C",NA,NA,NA,9,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1988-01-26,NA," ","deg C",NA,NA,NA,5,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1988-02-25,NA," ","deg C",NA,NA,NA,7,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1988-03-16,NA," ","deg C",NA,NA,NA,9,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1988-04-25,NA," ","deg C",NA,NA,NA,17,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1988-05-23,NA," ","deg C",NA,NA,NA,24,"May",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1988-06-21,NA," ","deg C",NA,NA,NA,26,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1988-07-13,NA," ","deg C",NA,NA,NA,26,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1988-08-23,NA," ","deg C",NA,NA,NA,24,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1988-09-07,NA," ","deg C",NA,NA,NA,21,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1988-10-18,NA," ","deg C",NA,NA,NA,17,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1988-11-17,NA," ","deg C",NA,NA,NA,16,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1988-12-21,NA," ","deg C",NA,NA,NA,9,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1989-01-11,NA," ","deg C",NA,NA,NA,10,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1989-02-02,NA," ","deg C",NA,NA,NA,16,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1989-03-27,NA," ","deg C",NA,NA,NA,12,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1989-04-06,NA," ","deg C",NA,NA,NA,13.3,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1989-05-05,NA," ","deg C",NA,NA,NA,16.8,"May",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1989-07-17,NA," ","deg C",NA,NA,NA,22.5,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1989-08-14,NA," ","deg C",NA,NA,NA,23.5,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1989-09-19,NA," ","deg C",NA,NA,NA,22.5,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1989-10-26,NA," ","deg C",NA,NA,NA,15,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1989-11-15,NA," ","deg C",NA,NA,NA,18,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1989-12-15,NA," ","deg C",NA,NA,NA,5,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1990-01-24,NA," ","deg C",NA,NA,NA,11,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1990-02-21,NA," ","deg C",NA,NA,NA,9,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1990-03-26,NA," ","deg C",NA,NA,NA,13,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1990-04-20,NA," ","deg C",NA,NA,NA,15,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1990-06-25,NA," ","deg C",NA,NA,NA,22.5,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1990-07-26,NA," ","deg C",NA,NA,NA,26,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1990-08-28,NA," ","deg C",NA,NA,NA,27,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1990-09-19,NA," ","deg C",NA,NA,NA,20,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1990-10-22,NA," ","deg C",NA,NA,NA,18,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1990-11-28,NA," ","deg C",NA,NA,NA,15,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1990-12-13,NA," ","deg C",NA,NA,NA,8,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1991-04-22,NA," ","deg C",NA,NA,NA,14.5,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1991-05-16,NA," ","deg C",NA,NA,NA,24,"May",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1991-06-24,NA," ","deg C",NA,NA,NA,23,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1991-07-18,NA," ","deg C",NA,NA,NA,25,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1991-08-06,NA," ","deg C",NA,NA,NA,26,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1991-09-26,NA," ","deg C",NA,NA,NA,20,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1991-10-24,NA," ","deg C",NA,NA,NA,19,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1991-11-25,NA," ","deg C",NA,NA,NA,12.5,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1991-12-30,NA," ","deg C",NA,NA,NA,8,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1992-01-08,NA," ","deg C",NA,NA,NA,6.5,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1992-02-18,NA," ","deg C",NA,NA,NA,11,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1992-03-12,NA," ","deg C",NA,NA,NA,10.5,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1992-04-19,NA," ","deg C",NA,NA,NA,15.5,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1992-05-13,NA," ","deg C",NA,NA,NA,19.5,"May",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1992-06-18,NA," ","deg C",NA,NA,NA,23,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1992-07-15,NA," ","deg C",NA,NA,NA,28,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1992-08-11,NA," ","deg C",NA,NA,NA,27,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1992-09-15,NA," ","deg C",NA,NA,NA,21,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1992-10-14,NA," ","deg C",NA,NA,NA,18,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1992-11-18,NA," ","deg C",NA,NA,NA,12,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1992-12-16,NA," ","deg C",NA,NA,NA,9,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1993-01-13,NA," ","deg C",NA,NA,NA,10,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1993-02-17,NA," ","deg C",NA,NA,NA,8,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1993-03-23,NA," ","deg C",NA,NA,NA,15,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21NC01WQ","J1330000",1993-04-28,NA," ","deg C",NA,NA,NA,16,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
